ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
EGIE3;30,62;-5,11;-5,55;-8,46;34,4;-0,202;-12,2;4,91;3,23;14,6;26,8;13.6;2,55;-;20.2%;65;FORTE OPORTUNIDADE;alta;False;8712900
ANIM3;1,93;-32,75;-24,31;-34,8;25,7;-0,006;-47,4;8,47;10,14;0,5;174,0;5.9;0,33;-;8.7%;60;FORTE OPORTUNIDADE;alta;False;35186000
CAML3;4,41;-18,18;-8,88;-10,73;33,2;0,014;-20,0;7,03;5,42;9,7;65,6;14.3;0,49;-;4.6%;60;FORTE OPORTUNIDADE;alta;False;4774700
MTRE3;3,07;-0,96;-3,13;-5,49;34,7;-0,012;0,0;1,77;3,05;5,9;35,0;5.2;0,31;-;8.3%;60;FORTE OPORTUNIDADE;alta;False;1122700
MELK3;3,0;-5,36;-2,91;-7,98;34,8;-0,009;-23,1;3,09;2,75;2,9;33,6;5.2;0,57;-;13.4%;60;FORTE OPORTUNIDADE;baixa;True;334400
POMO4;5,43;-3,38;-2,34;-8,12;35,2;-0,028;-9,2;2,26;3,21;0,7;46,4;5.3;1,61;-;30.9%;55;OBSERVAR;alta;False;12400700
ISAE4;27,78;-5,03;-3,51;2,47;45,5;0,051;28,4;2,84;2,68;41,5;15,3;7.9;0,86;-;11.3%;55;OBSERVAR;alta;False;5148800
POMO3;5,0;-3,85;-2,72;-11,35;31,4;-0,029;-4,2;2,83;3,43;0,2;34,8;4.9;1,5;-;30.9%;55;OBSERVAR;alta;False;1664600
SHUL4;4,5;-1,96;-0,22;-5,09;35,9;-0,007;3,8;2,43;2,33;13,6;23,6;5.8;1,05;-;18.2%;55;OBSERVAR;baixa;True;641700
GFSA3;0,49;-12,5;-25,76;-62,6;21,2;-0,049;10,9;2,28;21,82;0,0;3836,7;-;0,01;-;-34.7%;50;OBSERVAR;alta;False;6964700
TEND3;33,04;-4,51;-0,54;0,3;42,8;-0,451;7,0;1,0;4,82;71,8;14,8;6.6;2,93;-;47.1%;50;OBSERVAR;alta;False;1552300
DIRR3;12,67;-2,46;0,72;-3,87;41,0;-0,135;8,1;0,77;4,17;11,5;36,2;7.8;3,02;-;42.9%;45;OBSERVAR;alta;False;7817500
LOGG3;26,12;0,46;-1,62;-2,39;43,7;-0,283;9,5;0,7;2,84;76,9;9,9;5.8;0,62;-;11.0%;45;OBSERVAR;baixa;True;872700
MLAS3;1,71;-1,72;8,92;4,91;54,9;0,005;74,9;1,69;4,97;113,6;8,8;7.8;0,45;-;6.0%;45;OBSERVAR;baixa;True;705100
ALLD3;4,51;-2,38;-1,96;-8,15;25,8;0,022;-1,1;0,69;3,13;0,0;82,6;1.3;0,28;-;21.8%;45;OBSERVAR;baixa;True;264500
LEVE3;31,75;-0,94;-0,28;-2,91;39,0;-0,067;5,8;2,49;1,94;30,9;14,0;6.4;4,0;-;67.7%;45;OBSERVAR;baixa;True;232000
ABEV3;15,57;-1,52;-0,32;-3,56;37,7;-0,069;11,0;1,27;2,17;39,8;9,1;15.8;2,7;-;17.3%;40;OBSERVAR;alta;False;20772600
AXIA3;50,42;-4,2;-4,96;-3,76;37,4;-0,221;-6,5;1,87;3,03;44,7;34,5;11.3;1,17;-;7.9%;40;OBSERVAR;alta;False;9005300
RAIZ4;0,29;-6,45;-23,68;-30,95;25,7;-0,009;-13,7;0,93;10,01;0,0;441,4;-;-0,34;-;-548.1%;40;OBSERVAR;alta;False;7986800
PGMN3;3,53;-2,75;-1,94;-9,25;36,5;0,026;0,3;0,79;4,37;12,0;115,9;7.1;0,75;-;10.1%;40;OBSERVAR;alta;False;5676600
CURY3;32,73;-2,56;4,47;2,67;47,6;-0,252;20,1;0,51;3,94;32,3;25,4;8.7;6,24;-;73.7%;40;OBSERVAR;alta;False;4405700
AZEV4;1,2;-6,25;-12,41;-40,0;30,8;-0,031;13,0;1,15;20,83;2,6;1016,7;-;0,32;-;-145.3%;40;OBSERVAR;alta;False;2047900
EZTC3;12,26;-3,69;-1,13;-3,99;39,5;-0,052;-5,2;1,74;3,94;31,1;35,3;5.7;0,65;-;11.3%;40;OBSERVAR;alta;False;1641200
AXIA7;49,0;-4,45;-5,5;-3,54;37,5;-0,269;-7,1;1,82;3,06;3,9;33,2;-;1,14;-;7.9%;40;OBSERVAR;alta;False;1452700
USIM3;7,37;-1,6;-2,38;-14,99;33,8;-0,008;13,4;2,23;4,54;84,2;48,6;-;0,43;-;-9.3%;40;OBSERVAR;baixa;True;306400
VVEO3;0,58;-3,33;-4,92;-52,85;26,7;-0,006;28,7;0,36;12,95;3,6;220,7;9.5;0,1;-;1.1%;35;NEUTRO;alta;False;2345900
BMGB4;5,38;0,75;3,07;1,51;56,2;0,002;80,4;1,35;2,78;76,7;8,2;5.3;0,69;-;13.5%;35;NEUTRO;baixa;True;859000
ITUB4;43,14;-1,12;2,98;6,73;59,7;0,107;72,3;0,84;2,11;42,0;12,9;10.3;2,24;-;21.8%;30;NEUTRO;alta;False;18156600
SBSP3;29,98;-1,19;2,5;9,18;55,2;0,114;64,9;0,69;2,48;49,8;17,8;11.5;2,35;-;21.2%;30;NEUTRO;alta;False;9671700
MOVI3;8,71;-1,25;2,23;-0,34;39,9;-0,015;17,9;1,06;4,45;63,0;71,9;8.3;0,96;-;12.9%;30;NEUTRO;alta;False;8387800
WEGE3;44,26;0,14;-2,4;1,28;43,5;-0,289;2,7;1,18;2,56;31,1;22,7;29.0;10,48;-;32.5%;30;NEUTRO;alta;False;5658700
BBSE3;40,71;0,79;5,06;3,59;73,4;0,07;104,0;0,79;1,66;41,0;0,0;8.7;6,32;-;75.6%;30;NEUTRO;alta;False;5077800
ITUB3;45,49;-0,57;2,62;6,77;64,9;0,064;76,4;1,27;2,06;68,8;4,1;11.0;2,38;-;21.8%;30;NEUTRO;alta;False;3205000
LJQQ3;1,18;-2,48;0,85;-8,53;38,7;0,001;14,3;0,59;6,16;1,7;143,2;-;0,73;-;-43.8%;30;NEUTRO;alta;False;2454100
PSSA3;55,22;1,71;5,18;8,16;64,9;0,085;102,9;0,94;2,23;28,7;0,3;9.7;2,28;-;25.2%;30;NEUTRO;baixa;True;704200
SANB3;13,18;-1,86;6,89;0,69;54,0;0,093;79,7;2,15;2,39;14,6;39,4;8.0;0,39;-;10.5%;30;NEUTRO;baixa;True;296200
MILS3;15,5;0,06;0,98;1,91;63,6;-0,053;73,6;1,29;1,14;64,1;1,0;8.6;1,98;-;26.3%;30;NEUTRO;baixa;True;288400
VBBR3;33,75;1,35;6,64;21,1;74,4;0,48;99,4;1,17;2,55;93,1;0,0;13.4;1,89;-;14.0%;25;NEUTRO;alta;False;11574300
GGBR4;24,2;3,77;9,3;6,09;69,2;0,316;118,0;1,54;2,7;57,8;1,9;28.8;0,89;-;3.1%;25;NEUTRO;alta;False;8000700
BEEF3;3,72;0,0;7,83;0,0;54,3;0,034;86,1;0,65;3,58;9,1;96,6;7.8;2,88;-;83.8%;25;NEUTRO;alta;False;5253900
PCAR3;2,62;6,94;-3,32;55,95;61,1;0,01;70,2;1,73;6,68;87,1;75,6;-;1,92;-;-109.7%;25;NEUTRO;alta;False;3765400
VIVA3;23,52;0,38;6,09;13,51;59,0;0,145;79,3;0,97;3,11;17,4;52,6;9.4;1,81;-;20.7%;25;NEUTRO;alta;False;3357700
TOTS3;29,92;4,18;3,39;7,12;53,1;0,241;84,7;1,59;3,71;11,6;59,4;20.3;3,49;-;16.9%;25;NEUTRO;alta;False;2610400
RIAA3;8,49;-4,5;0,35;-0,54;44,3;-0,014;19,2;1,09;3,86;62,4;27,6;2.8;0,79;-;28.2%;25;NEUTRO;alta;False;2420700
MULT3;29,74;0,41;4,31;7,53;56,3;0,147;79,6;2,14;2,34;25,0;18,6;11.8;2,21;-;20.0%;25;NEUTRO;alta;False;1563800
FLRY3;16,51;0,61;7,14;12,39;65,5;0,127;98,1;0,95;2,26;41,8;9,6;14.2;1,72;-;11.7%;25;NEUTRO;alta;False;1397500
PASS3;25,11;-0,36;2,41;0,44;50,1;0,116;71,4;0,38;3,15;5,2;12,9;14.4;3,11;-;18.8%;25;NEUTRO;baixa;True;481500
FESA4;5,93;-0,67;2,42;-3,42;43,4;0,029;41,2;0,66;2,29;7,9;50,1;13.0;0,61;-;4.9%;25;NEUTRO;baixa;True;444600
SANB4;13,85;-0,72;3,44;-1,35;47,7;0,029;46,2;1,79;2,27;9,6;36,2;8.4;0,41;-;10.5%;25;NEUTRO;baixa;True;318300
ROMI3;6,05;-0,98;0,0;-1,94;41,8;0,017;32,0;1,66;2,23;1,7;46,0;7.5;0,46;-;6.4%;25;NEUTRO;baixa;True;236800
SYNE3;4,25;0,24;2,41;16,12;57,7;-0,008;62,5;0,38;3,27;23,2;22,7;9.5;0,9;-;4.7%;25;NEUTRO;baixa;True;226100
ONCO3;0,89;-7,29;-16,04;-24,58;40,0;-0,033;18,9;2,06;18,67;41,3;574,2;-;1,78;-;-205.9%;20;NEUTRO;alta;False;20678600
CMIN3;5,24;2,75;12,45;22,72;67,9;0,122;94,4;0,87;4,49;28,4;21,6;13.3;4,18;-;25.7%;20;NEUTRO;alta;False;13610300
ITSA4;13,93;0,22;4,5;8,05;63,2;0,056;85,5;0,76;2,05;56,1;8,0;9.1;1,71;-;18.4%;20;NEUTRO;alta;False;12755000
UGPA3;31,1;3,29;5,93;28,57;74,4;0,541;92,7;1,43;3,02;112,8;0,4;11.2;2,08;-;19.2%;20;NEUTRO;alta;False;12334600
USIM5;8,2;-0,36;-1,8;-14,23;34,2;-0,015;17,7;0,97;4,58;110,3;48,5;-;0,47;-;-9.3%;20;NEUTRO;alta;False;11618900
CEAB3;10,34;-1,34;2,07;2,48;45,4;0,007;43,0;0,87;4,55;9,5;74,8;5.3;0,81;-;16.8%;20;NEUTRO;alta;False;7935400
MBRF3;15,4;-4,29;0,13;-0,65;41,3;-0,105;25,1;1,54;4,74;5,6;79,6;46.3;1,88;-;1.8%;20;NEUTRO;alta;False;6129600
AMBP3;0,15;-6,25;-6,25;-16,67;37,8;-0,001;1,5;0,64;11,52;7,1;12820,0;-;0,24;-;-1.3%;20;NEUTRO;alta;False;4394600
SANB11;27,0;-1,24;5,47;-0,3;50,9;0,128;65,7;0,9;2,26;12,1;37,7;13.1;0,79;-;10.5%;20;NEUTRO;alta;False;3496000
TAEE11;40,92;-0,82;2,84;5,25;55,8;0,111;73,6;1,25;1,96;34,2;8,8;39.5;1,78;-;20.6%;20;NEUTRO;alta;False;3122800
SAUD3;15,35;0,0;2,33;20,96;72,2;0,105;82,2;0,38;2,45;48,6;7,4;14.9;5,9;-;40.4%;20;NEUTRO;alta;False;2037800
PLPL3;8,27;-0,36;6,57;2,86;46,3;0,072;52,0;0,94;5,1;10,0;110,2;4.7;1,51;-;38.0%;20;NEUTRO;alta;False;1978200
SMTO3;15,53;-3,66;1,84;1,42;47,2;0,157;61,0;1,46;3,66;22,0;37,8;6.2;0,69;-;11.9%;20;NEUTRO;alta;False;1740900
INTB3;13,31;1,91;3,98;5,3;50,0;0,016;52,4;0,89;3,03;31,7;20,0;7.6;1,39;-;18.8%;20;NEUTRO;alta;False;1360900
GRND3;3,87;-0,77;4,59;1,31;50,9;0,022;66,5;0,55;2,16;13,5;28,5;5.5;1,09;-;17.9%;20;NEUTRO;alta;False;1327600
CPFE3;46,83;-0,78;3,01;7,83;59,0;0,257;83,2;1,23;2,02;36,6;13,2;9.4;2,24;-;24.8%;20;NEUTRO;alta;False;1169100
EVEN3;5,4;-6,09;2,47;-1,64;44,0;0,002;13,5;1,42;4,06;5,4;58,0;2.5;0,51;-;12.2%;20;NEUTRO;baixa;True;972600
SEER3;12,15;0,5;5,93;14,19;59,1;0,1;85,3;2,25;3,65;62,9;16,3;1.6;1,07;-;18.5%;20;NEUTRO;baixa;True;796400
KEPL3;6,47;-1,22;2,54;0,31;43,8;0,022;34,1;1,31;2,66;4,4;62,3;7.6;1,41;-;19.6%;20;NEUTRO;baixa;True;729400
OIBR3;0,12;0,0;-7,69;0,0;50,0;0,001;62,2;1,53;3,06;200,0;450,0;-;-0,0;-;-;20;NEUTRO;baixa;True;347300
VTRU3;12,84;-1,98;-1,83;-4,25;42,3;-0,036;-6,1;1,13;3,91;52,2;35,1;1.6;0,45;20.0%;35.2%;20;NEUTRO;baixa;True;311400
LAVV3;11,07;-1,95;6,44;3,94;47,4;0,027;43,7;1,28;3,77;11,8;71,5;5.4;1,56;-;26.6%;20;NEUTRO;baixa;True;300500
TGMA3;30,58;-0,81;2,72;-0,88;51,0;0,09;76,3;0,84;2,76;13,5;33,7;8.5;2,22;-;25.4%;20;NEUTRO;baixa;True;231600
CPLE3;15,02;-1,25;1,42;5,03;50,7;0,017;49,2;0,88;2,11;52,7;12,3;16.0;1,82;-;10.8%;15;EVITAR;alta;False;42664400
BBDC4;18,6;-0,16;5,14;8,15;64,9;0,125;87,6;0,67;2,17;32,6;14,3;8.8;1,08;-;13.4%;15;EVITAR;alta;False;19600800
COGN3;2,25;-3,43;3,21;-2,17;42,8;0,016;29,4;0,87;4,12;5,1;110,1;6.7;0,33;-;4.7%;15;EVITAR;alta;False;15327100
CVCB3;1,34;-2,9;9,84;2,29;46,6;0,021;60,4;0,97;5,72;11,7;108,2;-;1,75;-;-23.0%;15;EVITAR;alta;False;10553900
BBDC3;16,32;0,31;5,29;8,88;69,4;0,117;92,3;0,39;2,08;35,8;11,6;7.6;0,94;-;13.4%;15;EVITAR;alta;False;10455500
MRVE3;4,87;0,62;0,62;-4,13;39,2;0,006;25,5;1,43;5,09;5,2;116,2;-;0,52;-;-11.8%;15;EVITAR;alta;False;8581000
PETR3;45,53;0,11;3,1;5,71;57,7;0,586;96,0;0,86;2,47;55,7;19,9;5.5;1,29;-;25.6%;15;EVITAR;alta;False;7938200
CMIG4;11,15;-0,45;3,24;6,94;55,7;0,053;78,7;0,78;1,89;23,6;19,6;6.5;1,1;-;17.0%;15;EVITAR;alta;False;7740900
ECOR3;7,57;-3,2;5,43;7,99;52,4;0,067;70,0;0,83;3,8;26,1;57,6;6.7;1,23;-;17.3%;15;EVITAR;alta;False;6659300
LIGT3;3,23;2,54;8,75;30,24;54,9;0,032;69,5;1,22;6,98;34,0;135,3;1.8;0,15;-;37.5%;15;EVITAR;alta;False;6592100
CYRE3;22,5;-2,0;5,63;7,86;50,6;0,017;50,2;0,89;3,8;13,9;60,1;4.8;0,89;-;21.1%;15;EVITAR;alta;False;5830700
MOTV3;14,96;-1,25;3,46;8,17;57,2;0,083;76,8;0,8;2,27;27,4;18,6;10.1;1,82;-;20.4%;15;EVITAR;alta;False;5470200
BPAC11;57,04;-1,57;5,73;13,2;59,5;0,444;78,7;0,84;2,68;53,9;14,8;92.2;3,66;-;24.8%;15;EVITAR;alta;False;5047800
GOAU4;10,52;2,83;8,57;4,68;67,1;0,122;112,9;1,47;2,51;64,5;2,4;28.3;0,73;-;3.1%;15;EVITAR;alta;False;4715300
TIMS3;22,72;-1,6;1,93;7,23;53,1;0,093;70,1;1,25;2,4;23,8;24,8;12.5;2,19;-;17.7%;15;EVITAR;alta;False;4520400
EMBJ3;82,35;-0,17;1,04;4,96;55,0;-0,247;54,7;0,8;3,08;28,1;27,6;37.0;3,39;-;8.8%;15;EVITAR;alta;False;3210400
